Age,2,3,Education,5,Marital-Status,Occupation,8,Race,10,11,12,13,14,15
30-40, Self-emp-not-inc,171615,University Education,10,Single, Craft-repair, Not-in-family,Major Races, Male,0,0,35, United-States, >50K
20-30, Private,116372,University Education,13,Single, Exec-managerial, Not-in-family,Major Races, Female,0,0,60, United-States, <=50K
20-30, Private,38599,High School,8,Single, Transport-moving, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
10-20, Local-gov,202184,University Education,10,Single, Adm-clerical, Own-child,Major Races, Male,0,0,15, United-States, <=50K
20-30, Private,315303,High School,9,Single, Handlers-cleaners, Own-child,Major Races, Male,0,0,25, United-States, <=50K
30-40, Private,103456,University Education,13,Unmarried, Prof-specialty, Unmarried,Major Races, Male,0,0,40, United-States, <=50K
20-30, State-gov,163480,University Education,14,Single, Adm-clerical, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
10-20, Private,317425,High School,7,Single, Other-service, Own-child,Major Races, Male,0,0,7, United-States, <=50K
50-64, Private,216941,High School,9,Unmarried, Exec-managerial, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
30-40, Private,116541,University Education,14,Single, Prof-specialty, Own-child,Major Races, Male,0,0,44, United-States, >50K
40=50, Private,186396,High School,5,Single, Machine-op-inspct, Not-in-family,Major Races, Female,0,0,20, United-States, <=50K
40=50, Private,273194,High School,9,Married, Machine-op-inspct, Husband,Major Races, Male,3137,0,35, United-States, <=50K
20-30, Private,385540,High School,9,Married, Sales, Husband,Major Races, Male,0,0,40, Mexico, <=50K
50-64, Private,201631,High School,5,Married, Farming-fishing, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,439919,High School,5,Married, Machine-op-inspct, Husband,Major Races, Male,0,0,40, Mexico, <=50K
20-30, Private,182117,University Education,13,Single, Other-service, Other-relative,Major Races, Male,0,0,20, United-States, <=50K
40=50, Private,184837,High School,9,Married, Machine-op-inspct, Wife,Major Races, Female,7298,0,40, United-States, >50K
40=50, ?,228372,University Education,10,Married, ?, Husband,Major Races, Male,0,0,20, United-States, >50K
40=50, Federal-gov,211123,High School,9,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, <=50K
40=50, Self-emp-inc,38819,High School,9,Married, Craft-repair, Husband,Major Races, Male,0,0,36, United-States, <=50K
50-64, Private,162391,Elementary,4,Married, Transport-moving, Husband,Major Races, Male,0,1651,40, United-States, <=50K
20-30, ?,302836,University Education,12,Married, ?, Husband,Major Races, Male,0,0,40, El-Salvador, <=50K
30-40, State-gov,89040,University Education,13,Married, Exec-managerial, Husband,Major Races, Male,0,0,40, United-States, >50K
40=50, Private,264210,University Education,10,Married, Farming-fishing, Wife,Major Races, Female,0,0,20, United-States, <=50K
10-20, Private,87157,High School,8,Single, Other-service, Own-child,Major Races, Male,0,0,25, United-States, <=50K
20-30, Self-emp-not-inc,398918,University Education,13,Single, Prof-specialty, Not-in-family,Major Races, Male,0,0,50, United-States, >50K
50-64, ?,123612,University Education,13,Married, ?, Husband,Major Races, Male,0,0,4, United-States, <=50K
10-20, Private,155818,High School,9,Single, Other-service, Own-child,Major Races, Female,0,0,20, United-States, <=50K
20-30, Private,243660,High School,9,Married, Transport-moving, Husband,Major Races, Male,0,0,40, United-States, <=50K
50-64, Private,134195,High School,9,Married, Sales, Husband,Major Races, Male,0,0,40, United-States, <=50K
50-64, Private,238638,Elementary,4,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,159929,High School,9,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, <=50K
10-20, Private,198668,High School,9,Single, Handlers-cleaners, Own-child,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,215504,High School,9,Married, Machine-op-inspct, Husband,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,158002,University Education,10,Single, Craft-repair, Other-relative,Major Races, Male,0,0,55, Ecuador, <=50K
50-64, Local-gov,35305,University Education,13,Unmarried, Prof-specialty, Unmarried,Major Races, Female,0,0,57, United-States, <=50K
20-30, Private,195994,Elementary,2,Single, Priv-house-serv, Not-in-family,Major Races, Female,0,0,40, Guatemala, <=50K
40=50, State-gov,321824,High School,9,Married, Protective-serv, Husband,Major Races, Male,0,0,38, United-States, <=50K
20-30, Private,180449,University Education,10,Married, Handlers-cleaners, Husband,Major Races, Male,0,0,28, United-States, <=50K
30-40, Private,201764,High School,9,Unmarried, Craft-repair, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,250038,Trade School,11,Single, Adm-clerical, Not-in-family,Major Races, Male,0,0,40, ?, <=50K
20-30, Self-emp-not-inc,226535,Elementary,4,Married, Farming-fishing, Husband,Major Races, Male,0,0,40, Mexico, <=50K
50-64, Private,136121,Trade School,11,Unmarried, Adm-clerical, Unmarried,Major Races, Female,0,0,38, United-States, <=50K
10-20, Private,47199,High School,7,Single, Priv-house-serv, Own-child,Major Races, Female,0,0,24, United-States, <=50K
40=50, Local-gov,215895,University Education,13,Married, Protective-serv, Husband,Major Races, Male,0,0,40, United-States, >50K
40=50, State-gov,24647,University Education,10,Married, Adm-clerical, Husband,Major Races, Male,0,0,40, United-States, >50K
30-40, Private,734193,University Education,10,Single, Exec-managerial, Not-in-family,Major Races, Female,0,0,50, United-States, <=50K
40=50, ?,321086,University Education,14,Married, ?, Husband,Major Races, Male,0,0,50, United-States, <=50K
40=50, Federal-gov,192589,University Education,13,Married, Adm-clerical, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,207284,High School,9,Married, Machine-op-inspct, Husband,Major Races, Male,0,0,40, United-States, <=50K
40=50, Private,109089,University Education,10,Married, Prof-specialty, Husband,Major Races, Male,0,0,70, United-States, <=50K
40=50, Private,274528,University Education,10,Married, Sales, Husband,Major Races, Male,0,0,40, United-States, <=50K
65-max, Private,142646,Elementary,4,Unmarried, Priv-house-serv, Unmarried,Major Races, Female,0,0,23, United-States, <=50K
30-40, Private,180859,High School,9,Unmarried, Exec-managerial, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
40=50, Self-emp-inc,188610,High School,9,Married, Machine-op-inspct, Husband,Major Races, Male,0,0,48, United-States, <=50K
50-64, Private,169604,High School,7,Married, Transport-moving, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,260560,High School,9,Married, Exec-managerial, Husband,Major Races, Male,0,0,50, United-States, <=50K
30-40, Local-gov,188245,High School,9,Single, Prof-specialty, Unmarried,Major Races, Female,0,0,35, United-States, <=50K
65-max, Local-gov,103315,University Education,14,Single, Exec-managerial, Other-relative,Major Races, Female,15831,0,72, United-States, >50K
30-40, Local-gov,52465,High School,9,Single, Other-service, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,737315,University Education,13,Married, Prof-specialty, Husband,Major Races, Male,0,0,40, United-States, >50K
20-30, ?,195143,University Education,10,Single, ?, Own-child,Major Races, Female,0,0,29, United-States, <=50K
40=50, Self-emp-not-inc,219420,University Education,16,Unmarried, Sales, Not-in-family,Major Races, Male,0,0,64, United-States, <=50K
50-64, Private,198170,University Education,13,Married, Exec-managerial, Husband,Major Races, Male,0,0,45, United-States, >50K
40=50, Local-gov,183168,University Education,13,Unmarried, Prof-specialty, Unmarried,Major Races, Female,0,0,43, United-States, <=50K
40=50, Private,196545,University Education,13,Married, Craft-repair, Husband,Major Races, Male,7298,0,40, United-States, >50K
40=50, Private,168412,High School,9,Married, Sales, Other-relative,Major Races, Female,0,0,44, Poland, <=50K
40=50, Private,174386,University Education,14,Married, Prof-specialty, Husband,Major Races, Male,0,0,40, El-Salvador, >50K
30-40, Private,544686,High School,9,Single, Adm-clerical, Other-relative,Major Races, Female,2907,0,40, Nicaragua, <=50K
40=50, Private,95661,University Education,10,Single, Adm-clerical, Not-in-family,Major Races, Female,0,0,43, United-States, <=50K
30-40, Private,468713,University Education,10,Married, Adm-clerical, Husband,Major Races, Male,0,0,40, United-States, <=50K
50-64, Private,169112,University Education,14,Married, Sales, Husband,Major Races, Male,0,0,40, United-States, >50K
50-64, Private,74024,University Education,14,Married, Prof-specialty, Husband,Major Races, Male,0,0,45, United-States, >50K
20-30, Private,110622,Elementary,3,Single, Sales, Own-child,Major Races, Female,0,0,20, Vietnam, <=50K
40=50, Local-gov,33331,University Education,14,Married, Exec-managerial, Husband,Major Races, Male,0,0,40, United-States, >50K
20-30, Private,181557,High School,9,Single, Other-service, Own-child,Major Races, Male,0,0,25, United-States, <=50K
65-max, Private,142624,University Education,12,Married, Machine-op-inspct, Husband,Major Races, Male,5556,0,40, Yugoslavia, >50K
30-40, Self-emp-not-inc,192251,High School,6,Married, Other-service, Wife,Major Races, Female,2635,0,40, United-States, <=50K
30-40, Private,146091,University Education,10,Single, Adm-clerical, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
40=50, Local-gov,174575,University Education,13,Married, Prof-specialty, Husband,Major Races, Male,5178,0,40, United-States, >50K
40=50, Private,200949,High School,6,Single, Other-service, Unmarried,Major Races, Female,0,0,38, Peru, <=50K
50-64, Local-gov,201560,University Education,13,Married, Prof-specialty, Wife,Major Races, Female,0,0,40, United-States, >50K
65-max, Federal-gov,149386,High School,9,Unmarried, Exec-managerial, Not-in-family,Major Races, Male,0,0,9, United-States, <=50K
40=50, Local-gov,168672,University Education,14,Married, Prof-specialty, Wife,Major Races, Female,0,1902,40, United-States, >50K
50-64, Private,38352,High School,9,Unmarried, Adm-clerical, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
40=50, State-gov,180272,University Education,14,Single, Prof-specialty, Own-child,Major Races, Female,0,0,35, United-States, <=50K
20-30, State-gov,275421,University Education,10,Single, Machine-op-inspct, Own-child,Major Races, Female,0,0,40, United-States, <=50K
40=50, Local-gov,173051,University Education,10,Unmarried, Other-service, Unmarried,Major Races, Female,0,0,45, United-States, <=50K
30-40, Local-gov,167474,University Education,12,Married, Adm-clerical, Husband,Major Races, Male,0,0,40, United-States, <=50K
40=50, Local-gov,267138,University Education,10,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,135138,University Education,13,Single, Sales, Own-child,Major Races, Male,0,0,40, United-States, <=50K
40=50, Private,218357,Trade School,11,Unmarried, Prof-specialty, Not-in-family,Major Races, Female,0,0,38, United-States, <=50K
20-30, Self-emp-not-inc,107236,High School,8,Married, Craft-repair, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,138416,Elementary,3,Married, Handlers-cleaners, Husband,Major Races, Male,0,0,56, Mexico, <=50K
20-30, Private,154863,University Education,13,Single, Adm-clerical, Own-child,Major Races, Male,0,0,35, United-States, <=50K
30-40, Private,194004,High School,7,Married, Craft-repair, Husband,Major Races, Male,0,0,25, United-States, <=50K
10-20, Private,339123,University Education,10,Single, Exec-managerial, Own-child,Major Races, Male,0,0,40, United-States, <=50K
50-64, Local-gov,548361,University Education,13,Married, Prof-specialty, Husband,Major Races, Male,0,0,26, United-States, <=50K
20-30, Private,101812,Trade School,11,Married, Sales, Husband,Major Races, Male,0,0,41, United-States, <=50K
40=50, Self-emp-inc,127111,High School,9,Married, Exec-managerial, Husband,Major Races, Male,0,0,50, United-States, <=50K
40=50, Private,171807,High School,9,Unmarried, Sales, Unmarried,Major Races, Female,0,0,45, United-States, <=50K
40=50, Local-gov,40666,High School,9,Married, Other-service, Husband,Major Races, Male,0,0,40, United-States, <=50K
40=50, Local-gov,340682,High School,9,Unmarried, Adm-clerical, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
30-40, Private,175052,High School,9,Unmarried, Adm-clerical, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
20-30, ?,321629,High School,9,Single, ?, Unmarried,Major Races, Female,0,0,16, United-States, <=50K
40=50, Private,154405,High School,9,Married, Handlers-cleaners, Husband,Major Races, Male,0,0,40, United-States, <=50K
10-20, Private,108402,High School,6,Single, Sales, Own-child,Major Races, Female,0,0,20, United-States, <=50K
30-40, Private,346275,High School,7,Unmarried, Handlers-cleaners, Not-in-family,Major Races, Male,0,0,43, United-States, <=50K
40=50, Private,42476,High School,9,Single, Adm-clerical, Other-relative,Major Races, Female,0,0,30, United-States, <=50K
20-30, Private,161708,University Education,12,Single, Other-service, Own-child,Major Races, Female,0,0,20, United-States, <=50K
30-40, Private,70447,University Education,10,Single, Prof-specialty, Unmarried,Major Races, Male,4650,0,20, United-States, <=50K
20-30, Private,189759,University Education,13,Single, Transport-moving, Not-in-family,Major Races, Male,4865,0,40, United-States, <=50K
65-max, ?,137354,University Education,10,Married, ?, Husband,Major Races, Male,0,0,20, United-States, <=50K
30-40, Private,250724,University Education,13,Married, Sales, Husband,Major Races, Male,0,0,45, Jamaica, <=50K
30-40, Federal-gov,149368,Trade School,15,Married, Prof-specialty, Husband,Major Races, Male,0,0,40, United-States, >50K
30-40, Private,154641,Trade School,11,Married, Adm-clerical, Husband,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,38309,Trade School,11,Married, Adm-clerical, Husband,Major Races, Male,2407,0,40, United-States, <=50K
50-64, Local-gov,202733,University Education,14,Married, Exec-managerial, Husband,Major Races, Male,7688,0,70, United-States, >50K
30-40, Private,56150,High School,7,Single, Transport-moving, Unmarried,Major Races, Male,0,0,40, United-States, <=50K
